frame_id,steering_angle,public
1479425444533172421,-0.0253607554435,1
1479425444583259948,-0.0332155078575,0
1479425444633286162,-0.0349065847695,0
1479425444683294213,-0.0349065847695,0
1479425444733253036,-0.0384293115582,1
1479425444783291032,-0.0418840402799,0
1479425444833288592,-0.046245502043,0
1479425444883283220,-0.0540889632997,1
1479425444933328937,-0.0636709502156,0
1479425444983260437,-0.069813169539,0
1479425445033271766,-0.069813169539,1
1479425445083281310,-0.0680678412318,1
1479425445133336475,-0.0680678412318,0
1479425445183328558,-0.0712808155375,0
1479425445233404698,-0.0784908103537,0
1479425445283448582,-0.0872027430708,1
1479425445333367499,-0.0933303219328,0
1479425445383326348,-0.0959367873007,0
1479425445433499090,-0.0959931090474,0
1479425445483382125,-0.0959931090474,1
1479425445533489877,-0.0959931090474,1
1479425445583437918,-0.0959931090474,0
1479425445633423016,-0.0959931090474,0
1479425445683329266,-0.0959931090474,1
1479425445733403939,-0.0959931090474,1
1479425445783307622,-0.0959931090474,0
1479425445833353168,-0.0959931090474,0
1479425445883484127,-0.092616308288,0
1479425445933390665,-0.0925024524331,1
1479425445983503068,-0.0925024524331,1
1479425446033440044,-0.0925024524331,0
1479425446083426096,-0.0909072999107,0
1479425446133410346,-0.090757124126,0
1479425446183468695,-0.0890117883682,0
1479425446233463132,-0.0890117883682,0
1479425446283447100,-0.0890117883682,1
1479425446333431175,-0.0890117883682,1
1479425446383424337,-0.0890117883682,1
1479425446433457370,-0.0890117883682,0
1479425446483371405,-0.0890117883682,0
1479425446533500137,-0.0890117883682,1
1479425446583477115,-0.0874872625218,0
1479425446633522506,-0.0855211317539,0
1479425446683589238,-0.0822533950774,1
1479425446733573761,-0.0748715219172,1
1479425446783611898,-0.0650519924641,1
1479425446833546046,-0.0563473461297,1
1479425446883533208,-0.0476457669458,1
1479425446933547800,-0.0441621123795,1
1479425446983608400,-0.0404076616874,0
1479425447033578750,-0.0360549705006,1
1479425447083596868,-0.0349065847695,1
1479425447133467484,-0.0349065847695,0
1479425447183549871,-0.0349065847695,1
1479425447233486454,-0.0349065847695,1
1479425447283725051,-0.0299683911788,0
1479425447333693598,-0.0198171681461,1
1479425447383620607,-0.00794968612984,1
1479425447433621760,0.000540490350309,1
1479425447483674337,0.00174532923847,1
1479425447533663020,0.00174532923847,0
1479425447583646955,-0.00314042309484,1
1479425447633645468,-0.00575009634842,0
1479425447683675176,-0.0069813169539,0
1479425447733726775,-0.00748674208467,1
1479425447783780269,-0.0118499151434,1
1479425447833680291,-0.018921689451,1
1479425447883694922,-0.0350931301068,0
1479425447933701813,-0.0493447445301,0
1479425447983829975,-0.0506145469844,0
1479425448033742629,-0.048405618635,0
1479425448083725825,-0.0427384436624,1
1479425448133784412,-0.0357468189117,0
1479425448183782273,-0.0266082278013,1
1479425448233780330,-0.0239969068652,0
1479425448283749801,-0.0226892810315,0
1479425448333826064,-0.0226892810315,1
1479425448383792183,-0.0226892810315,0
1479425448433778649,-0.0226892810315,1
1479425448483793143,-0.0244346093386,0
1479425448533885890,-0.0244346093386,1
1479425448583862227,-0.0244346093386,0
1479425448633847925,-0.0244346093386,1
1479425448683822662,-0.0244346093386,0
1479425448733882312,-0.0244346093386,0
1479425448783845387,-0.0244346093386,0
1479425448833950015,-0.0244346093386,0
1479425448883924440,-0.0244346093386,0
1479425448933879663,-0.0244346093386,1
1479425448983876216,-0.0232274673822,0
1479425449034016614,-0.0226892810315,1
1479425449083989539,-0.0226892810315,1
1479425449134003281,-0.0226892810315,1
1479425449183978806,-0.0209439508617,1
1479425449233996144,-0.0209439508617,1
1479425449283962329,-0.0209439508617,1
1479425449333971165,-0.0191986225545,1
1479425449383983954,-0.0191986225545,1
1479425449434025534,-0.0191986225545,1
1479425449483987552,-0.0191986225545,1
1479425449534040093,-0.0191986225545,0
1479425449584053959,-0.0191986225545,0
1479425449634016171,-0.0191986225545,0
1479425449684123260,-0.0191986225545,0
1479425449734027001,-0.0191986225545,0
1479425449784082050,-0.0191986225545,0
1479425449834134569,-0.0174532923847,0
1479425449884087282,-0.0146306582759,0
1479425449934088214,-0.00657460355223,1
1479425449984134982,0.00389792435055,0
1479425450034140940,0.0141650941707,0
1479425450084078501,0.0174532923847,1
1479425450134193600,0.0174532923847,1
1479425450184172865,0.0174532923847,1
1479425450234144378,0.0174532923847,1
1479425450284149775,0.0164130735924,1
1479425450334262000,0.0157079640776,0
1479425450384178750,0.0157079640776,0
1479425450434161961,0.0157079640776,1
1479425450484147791,0.0139626339078,1
1479425450534184818,0.0157079640776,0
1479425450584162450,0.0157079640776,0
1479425450634258305,0.0139626339078,0
1479425450684227110,0.0112286509356,1
1479425450734209984,0.0104719754308,0
1479425450784248908,0.00949656645641,0
1479425450834260421,0.00688555888628,1
1479425450884230583,0.00523598771542,1
1479425450934345661,0.00523598771542,1
1479425450984309065,0.00428557726147,1
1479425451034286630,0.00174532923847,0
1479425451084317905,0.00174532923847,0
1479425451134304083,0.00174532923847,1
1479425451184289528,0.00174532923847,1
1479425451234414501,0.00174532923847,0
1479425451284350407,0.00174532923847,0
1479425451334284259,0.00174532923847,0
1479425451384384161,0.00174532923847,1
1479425451434326964,0.00174532923847,0
1479425451484368953,0.000863254577075,0
1479425451534399242,-0.00525730796876,0
1479425451584434387,-0.0200794795376,1
1479425451634350263,-0.0383463288982,1
1479425451684382956,-0.0540681667379,0
1479425451734356975,-0.0575958639383,1
1479425451784399230,-0.0567548736755,0
1479425451834383177,-0.0541563529625,0
1479425451884425416,-0.0489642485872,0
1479425451934441674,-0.0385434929834,1
1479425451984403693,-0.0246920494294,0
1479425452034457721,-0.00558596839946,0
1479425452084417312,0.0162174822208,1
1479425452134520843,0.0380955629401,0
1479425452184466002,0.0521901355025,1
1479425452234335175,0.0558505356312,0
1479425452284375611,0.0498477744951,0
1479425452334564662,0.0438328147382,1
1479425452384627152,0.0383972451091,1
1479425452434545378,0.0366519130766,1
1479425452484609213,0.0383972451091,0
1479425452534553900,0.0417505788815,0
1479425452584569515,0.0426253382784,1
1479425452634553611,0.045378562063,0
1479425452684562980,0.0446747623844,0
1479425452734636836,0.0420595156653,1
1479425452784608361,0.0418879017234,0
1479425452834609980,0.0418879017234,1
1479425452884611953,0.0376993089608,1
1479425452934601849,0.03159968801,0
1479425452984630588,0.0289858678152,0
1479425453034674381,0.0246277800307,0
1479425453084683167,0.0185236823053,1
1479425453134711461,0.0141671722753,1
1479425453184665706,0.0139626339078,0
1479425453234723205,0.0139626339078,1
1479425453284690109,0.0074387494326,0
1479425453334712197,0.00197699965677,0
1479425453384695179,-0.000630310508041,1
1479425453434771997,-0.00349065847695,0
1479425453484719139,-0.00821815356705,0
1479425453534887926,-0.0137149284541,1
1479425453584746259,-0.018060700695,0
1479425453634743110,-0.022415092883,1
1479425453684792122,-0.0285214702875,0
1479425453734799602,-0.0360848818357,0
1479425453784765115,-0.0424676630618,0
1479425453834837075,-0.0471238903701,0
1479425453884781104,-0.0523598790169,1
1479425453934842652,-0.0555417245778,0
1479425453984831513,-0.0558505356312,1
1479425454034831660,-0.0558505356312,1
1479425454084836219,-0.0558505356312,1
1479425454134878742,-0.0558505356312,1
1479425454184883542,-0.054105207324,1
1479425454234889377,-0.054105207324,0
1479425454284867819,-0.0523598790169,1
1479425454334887035,-0.0415967729733,0
1479425454384960133,-0.0258922987781,1
1479425454434866999,-0.00714305439182,0
1479425454484877099,0.010670411978,1
1479425454534965755,0.0205567319992,1
1479425454584960425,0.0204678492811,0
1479425454634985147,0.0130225248384,0
1479425454684962544,-0.00138616395736,1
1479425454734974049,-0.0162073486133,1
1479425454784969623,-0.0305715727748,1
1479425454834992068,-0.0349065847695,1
1479425454885024662,-0.0349065847695,0
1479425454935000744,-0.0318598940652,0
1479425454985024030,-0.0300956352463,1
1479425455034974159,-0.0314159281552,0
1479425455084988816,-0.0335669160378,1
1479425455135196249,-0.0349065847695,0
1479425455185043601,-0.0349065847695,0
1479425455235022567,-0.0361668787354,0
1479425455285050614,-0.0387798548856,1
1479425455335094080,-0.0431413165227,0
1479425455385076496,-0.045378562063,0
1479425455435061538,-0.045378562063,1
1479425455485082736,-0.0471238903701,1
1479425455535127618,-0.0471238903701,0
1479425455585094908,-0.0471238903701,0
1479425455635124585,-0.0471238903701,0
1479425455685131513,-0.0471238903701,1
1479425455735105758,-0.0471238903701,1
1479425455785133934,-0.0471238903701,1
1479425455835194894,-0.0471238903701,1
1479425455885189938,-0.0471238903701,0
1479425455935224714,-0.0471238903701,0
1479425455985211822,-0.0471238903701,0
1479425456035194304,-0.0471238903701,0
1479425456085192347,-0.0471238903701,0
1479425456135205196,-0.0471238903701,1
1479425456185239597,-0.0471238903701,0
1479425456235223757,-0.0471238903701,1
1479425456285289737,-0.0471238903701,0
1479425456335235126,-0.0471238903701,1
1479425456385302974,-0.045378562063,0
1479425456435270061,-0.0425290267773,0
1479425456485283777,-0.0379449233684,1
1479425456535173529,-0.0281703159651,1
1479425456585276789,-0.013211137396,1
1479425456635797438,0.00159152272113,0
1479425456685307525,0.0178556940472,0
1479425456735295991,0.0272422715875,0
1479425456785300349,0.0298394467841,0
1479425456835252850,0.0314159281552,0
1479425456885298305,0.0295234559539,0
1479425456935439781,0.0251399013664,0
1479425456985195670,0.0208022095351,0
1479425457035293970,0.0191986225545,1
1479425457085310967,0.0191986225545,0
1479425457135319871,0.0174532923847,1
1479425457185327174,0.0174532923847,1
1479425457235454552,0.0174532923847,1
1479425457285396179,0.0173391774304,1
1479425457335680191,0.0157079640776,1
1479425457385403889,0.0157079640776,0
1479425457435365862,0.0157079640776,1
1479425457485440946,0.0138690309542,0
1479425457535450517,0.00776952440001,1
1479425457585440122,0.00159427588995,0
1479425457635453799,-0.00806871496081,1
1479425457685490309,-0.0230337510116,0
1479425457735463426,-0.0448001128711,0
1479425457785461222,-0.0647810042627,0
1479425457835461298,-0.0750491544604,0
1479425457885465463,-0.0732682431085,0
1479425457935443994,-0.0636204964338,1
1479425457985574404,-0.0469381320027,1
1479425458035516248,-0.0225679110537,1
1479425458085493111,2.56344534706e-05,1
1479425458136360647,0.0123629653642,1
1479425458185513500,0.019192970839,1
1479425458235501711,0.0209439508617,0
1479425458285570854,0.0192137077325,1
1479425458335571469,0.0183459227644,0
1479425458385563406,0.0174532923847,1
1479425458435515237,0.0174532923847,1
1479425458485591816,0.0174532923847,0
1479425458535558462,0.0191986225545,0
1479425458585637408,0.0208917700011,1
1479425458635623430,0.0217564697731,0
1479425458685606031,0.0243647436456,0
1479425458735633876,0.0337998107135,1
1479425458785721635,0.0503007588783,0
1479425458835615526,0.0696309131469,1
1479425458885675290,0.0784465863188,0
1479425458935565509,0.0802851468325,0
1479425458985707633,0.0802851468325,1
1479425459035786213,0.096334262292,0
1479425459085797381,0.134909679228,0
1479425459135788300,0.172065925116,0
1479425459185786240,0.194972386498,0
1479425459235825132,0.200712859631,1
1479425459285815544,0.197361765975,1
1479425459335818316,0.188070987904,0
1479425459385787916,0.185004904866,0
1479425459435785050,0.193069436159,1
1479425459485754631,0.21536627283,0
1479425459535766306,0.237697700187,0
1479425459585771912,0.244346097112,1
1479425459636465071,0.241123556023,0
1479425459685848966,0.229227683671,1
1479425459735915311,0.217493222843,0
1479425459786004828,0.214675500989,0
1479425459835837416,0.214675500989,0
1479425459885872479,0.214675500989,1
1479425459935836098,0.214044540863,1
1479425459985895144,0.209676809014,0
1479425460035898639,0.209439516068,1
1479425460085913121,0.209439516068,1
1479425460135915916,0.21180183549,1
1479425460185897187,0.217637428617,1
1479425460235891152,0.228086913691,1
1479425460285874473,0.238546818151,1
1479425460335911555,0.242600768805,1
1479425460385924823,0.244054889485,0
1479425460435939785,0.244346097112,1
1479425460485916173,0.242600768805,1
1479425460535995187,0.240855440497,0
1479425460585919323,0.240855440497,1
1479425460636021329,0.240855440497,1
1479425460686012382,0.240855440497,1
1479425460735978366,0.240855440497,1
1479425460786022659,0.240855440497,1
1479425460836126575,0.240855440497,0
1479425460886062982,0.240855440497,1
1479425460936039201,0.240855440497,1
1479425460986067216,0.240855440497,0
1479425461036044239,0.240855440497,0
1479425461086025165,0.240855440497,1
1479425461136092742,0.240855440497,1
1479425461186041375,0.240855440497,0
1479425461236058072,0.240855440497,0
1479425461286099435,0.240855440497,1
1479425461336139116,0.240855440497,0
1479425461386151397,0.242180896832,1
1479425461436092381,0.250023725406,1
1479425461486115901,0.260484687135,1
1479425461536098853,0.270056942946,0
1479425461586114145,0.277053557236,0
1479425461636214238,0.281844773407,1
1479425461686225785,0.293586815755,0
1479425461736150276,0.304485005321,1
1479425461786111572,0.314456296292,0
1479425461836053567,0.323246757561,0
1479425461886149455,0.324631243944,0
1479425461936239444,0.322510055477,0
1479425461986247230,0.318150034215,0
1479425462036292389,0.317649930716,0
1479425462086339659,0.317649930716,0
1479425462136375243,0.315540836556,0
1479425462186258632,0.307022339689,1
1479425462236287595,0.289775427678,1
1479425462286259544,0.263854646865,0
1479425462336263555,0.235121572788,1
1479425462386336544,0.20456667226,0
1479425462436366156,0.175791072242,0
1479425462486333565,0.145334730761,1
1479425462536357592,0.115121542441,1
1479425462586437466,0.0871987907398,0
1479425462636389990,0.0637070402551,0
1479425462686412613,0.0517931287782,1
1479425462736443337,0.0506145469844,1
1479425462786339435,0.0517522065608,1
1479425462836441371,0.0523598790169,0
1479425462886374748,0.0523598790169,1
1479425462936411672,0.0521138403327,0
1479425462986389593,0.0523598790169,0
1479425463036419577,0.0523598790169,0
1479425463086398960,0.0506145469844,1
1479425463136517686,0.0467059414072,1
1479425463186442372,0.0397182947117,0
1479425463236508913,0.0327386988548,1
1479425463286463571,0.0268512796549,0
1479425463336416846,0.0261799395084,0
1479425463386544935,0.0261799395084,0
1479425463436580362,0.0261799395084,0
1479425463486542942,0.0261799395084,1
1479425463536555320,0.0244346093386,1
1479425463586548994,0.0244346093386,1
1479425463636538475,0.0244346093386,1
1479425463686540439,0.0234154829011,0
1479425463736563501,0.0225449091217,0
1479425463786541648,0.0199387683574,0
1479425463836571234,0.0119907116648,1
1479425463886551352,0.00326405073524,1
1479425463936636948,-0.00373364859472,0
1479425463986676844,-0.0141920443097,0
1479425464036541085,-0.0262782016614,0
1479425464086638268,-0.0316017277658,1
1479425464136608112,-0.0349065847695,1
1479425464186611296,-0.0322072815499,0
1479425464236603193,-0.0278534243238,0
1479425464286627281,-0.0244346093386,1
1479425464336639025,-0.0226892810315,1
1479425464386624593,-0.0226892810315,0
1479425464436634617,-0.0208974375982,1
1479425464486686174,-0.01736807679,0
1479425464536723116,-0.0121788944663,1
1479425464586654079,-0.00433798098518,1
1479425464636737631,0.00350811784411,0
1479425464686718454,0.00961044864139,1
1479425464736677121,0.0139626339078,1
1479425464786819578,0.0279637317675,0
1479425464836759993,0.0765685986669,0
1479425464886744466,0.136862345306,1
1479425464936803774,0.184519643184,0
1479425464986752484,0.207625566462,0
1479425465036782011,0.204293398477,0
1479425465086825944,0.185205409112,1
1479425465136802389,0.160812223251,1
1479425465186824434,0.138064339828,0
1479425465236787478,0.122385120037,0
1479425465286839373,0.116132488169,0
1479425465336790704,0.11344639957,0
1479425465386827745,0.111701071262,1
1479425465436888835,0.111701071262,1
1479425465486704280,0.106671425744,1
1479425465536740826,0.0929314128677,0
1479425465586851290,0.0704323846918,0
1479425465636861208,0.0426716516275,0
1479425465686863460,0.0154261204722,1
1479425465736850570,-0.00137074575728,1
1479425465786885844,-0.0069813169539,1
1479425465836991130,-0.0069813169539,1
1479425465886884016,-0.00276705615854,0
1479425465936951597,-0.000148323209107,0
1479425465986941594,0.00318025997397,0
1479425466036861894,0.0118798940135,1
1479425466086876737,0.026170036923,1
1479425466136972790,0.0479655838271,0
1479425466187045408,0.0722062845628,1
1479425466236967408,0.0917137780636,1
1479425466286924703,0.0977384373546,0
1479425466337047501,0.0977384373546,1
1479425466387068708,0.0953237264075,0
1479425466437097862,0.0942477807403,0
1479425466486985077,0.0990312995946,0
1479425466537029996,0.106236628795,1
1479425466587146615,0.108851305316,1
1479425466636982407,0.11318720908,0
1479425466687154186,0.11756902428,0
1479425466737019562,0.126892977588,1
1479425466787107269,0.133257979026,0
1479425466837157829,0.140850677868,1
1479425466887161583,0.143116995692,1
1479425466937061748,0.143116995692,1
1479425466987144748,0.14545058527,1
1479425467037250592,0.151278393357,0
1479425467087097662,0.165106877999,0
1479425467137030932,0.188339064968,1
1479425467187091121,0.212759293273,1
1479425467237121179,0.234322227644,0
1479425467287147926,0.251212748593,1
1479425467337226793,0.257978861917,0
1479425467387190438,0.26354470849,0
1479425467437240204,0.267035365105,0
1479425467487131527,0.267035365105,1
1479425467537124339,0.267035365105,0
1479425467587213312,0.26354470849,1
1479425467637198914,0.26354470849,0
1479425467687245795,0.26354470849,1
1479425467737249898,0.26354470849,0
1479425467787180376,0.26354470849,0
1479425467837327756,0.262195965258,1
1479425467887243591,0.242841559826,0
1479425467937326324,0.210981943249,0
1479425467987181003,0.177097233274,1
1479425468037288408,0.15530326989,0
1479425468087278138,0.154411497154,0
1479425468137258519,0.176117647222,0
1479425468187221976,0.216181927773,0
1479425468237279961,0.251577736056,1
1479425468287290727,0.269597201956,1
1479425468337392490,0.27530011466,0
1479425468387363668,0.275762021542,0
1479425468437361934,0.277027178063,1
1479425468487275816,0.2898734343,0
1479425468537505265,0.308650256739,0
1479425468587327535,0.330922150669,1
1479425468637426950,0.339826124926,1
1479425468687444865,0.346647681175,1
1479425468737475475,0.339124748102,0
1479425468787473873,0.339285985639,0
1479425468837539575,0.356374812779,0
1479425468887430302,0.376241816515,0
1479425468937411998,0.382227092981,0
1479425468987450855,0.376671529226,0
1479425469037422805,0.371132451566,0
1479425469087464981,0.370009809732,0
1479425469137457112,0.371755123138,0
1479425469187499703,0.374087472282,0
1479425469237439190,0.382791816829,1
1479425469287461723,0.397289568987,0
1479425469337485349,0.410097381618,1
1479425469387486765,0.431623415968,0
1479425469437503369,0.444336154842,0
1479425469487482402,0.450541956228,0
1479425469537533477,0.449177750825,1
1479425469587525741,0.438868554962,1
1479425469637544742,0.417955306126,0
1479425469687549988,0.396372537654,0
1479425469737509574,0.38354277857,1
1479425469787567215,0.373500466347,0
1479425469837591780,0.376991122961,1
1479425469887565806,0.390186427736,0
1479425469937616223,0.400747789451,0
1479425469987547665,0.399680405855,0
1479425470037571237,0.397935062647,1
1479425470087672702,0.392699092627,1
1479425470137602908,0.389916552172,1
1479425470187611693,0.387463092804,0
1479425470237670583,0.386435714484,1
1479425470287629689,0.383685899418,1
1479425470337669931,0.375695469267,1
1479425470387666538,0.360751552717,0
1479425470437708967,0.33782584455,1
1479425470487627112,0.311843802725,1
1479425470537669194,0.291800654432,0
1479425470587738917,0.271830010387,1
1479425470637737075,0.260826590373,0
1479425470687714256,0.261889352798,1
1479425470737828505,0.26354470849,0
1479425470787718069,0.26339171691,0
1479425470837723661,0.257364754212,1
1479425470887715177,0.244096392116,0
1479425470937824540,0.229319467637,0
1479425470987742112,0.219764728898,0
1479425471037946994,0.21199763152,1
1479425471087708350,0.207660251461,0
1479425471137879420,0.202458187938,0
1479425471187788170,0.202458187938,0
1479425471237926467,0.193621837886,1
1479425471287812391,0.17099885749,1
1479425471337938290,0.160570293665,1
1479425471387869489,0.160570293665,0
1479425471437817786,0.158844023502,1
1479425471487922567,0.148376296262,0
1479425471537881702,0.13791562889,0
1479425471587865675,0.130926582041,0
1479425471637871684,0.129154369235,1
1479425471687847719,0.129154369235,1
1479425471737892952,0.125663712621,1
1479425471787856644,0.120552767857,1
1479425471837891940,0.111822238349,1
1479425471887842023,0.101448903981,1
1479425471937964536,0.0866025965415,1
1479425471988059874,0.0820978995963,0
1479425472038075823,0.0752005549893,0
1479425472088001704,0.0665015895232,1
1479425472138171167,0.0645771846175,0
1479425472188174498,0.0645771846175,1
1479425472238035203,0.0620666446899,0
1479425472288105559,0.0559608448033,0
1479425472338141795,0.0558505356312,1
1479425472388088728,0.0524902164744,0
1479425472438151321,0.0456370144334,0
1479425472488161318,0.0319541826359,0
1479425472538098169,0.0180348458776,0
1479425472588142940,0.00394729269582,0
1479425472638183644,-0.00215020290239,0
1479425472688106000,-0.0103050068067,0
1479425472738226851,-0.0122173046693,0
1479425472788196547,-0.0106481845225,1
1479425472838198592,-0.00803691771092,0
1479425472888232417,-0.0069813169539,0
1479425472938252437,-0.0111513773075,0
1479425472988233929,-0.015484850206,1
1479425473038182153,-0.0209439508617,1
1479425473088169184,-0.0211654378701,0
1479425473138220022,-0.0191986225545,1
1479425473188249245,-0.0159364258299,1
1479425473238252451,-0.0157079640776,1
1479425473288281447,-0.0157079640776,0
1479425473338265983,-0.0157079640776,1
1479425473388245228,-0.0157079640776,0
1479425473438326991,-0.0157079640776,0
1479425473488272568,-0.0139626339078,0
1479425473538246977,-0.0104719754308,1
1479425473588285460,-0.0104719754308,0
1479425473638295459,-0.0104719754308,1
1479425473688291452,-0.0104719754308,0
1479425473738358929,-0.00815697508595,1
1479425473788285813,-0.0069813169539,1
1479425473838316755,-0.0069813169539,0
1479425473888375278,-0.00556465129232,1
1479425473938375490,0.000542261857348,1
1479425473988331148,0.00315058677768,0
1479425474038441715,0.00523598771542,1
1479425474088396056,0.00523598771542,1
1479425474138376609,0.0069813169539,0
1479425474188402642,0.0069813169539,0
1479425474238370303,0.0069813169539,1
1479425474288443130,0.0069813169539,0
1479425474338481132,0.0069813169539,0
1479425474388404577,0.0069813169539,0
1479425474438416493,0.00745454416982,0
1479425474488456262,0.0069813169539,1
1479425474538455214,0.00872664619237,0
1479425474588420270,0.00872664619237,1
1479425474638458150,0.00872664619237,1
1479425474688495756,0.00872664619237,0
1479425474738524774,0.00872664619237,1
1479425474788520389,0.00742562721011,0
1479425474838565095,0.00174532923847,1
1479425474888420539,-0.00349065847695,0
1479425474938465270,-0.0104719754308,0
1479425474988433846,-0.0104719754308,1
1479425475038597612,-0.00618664818336,1
1479425475088523291,0.0067809746945,0
1479425475138528325,0.0227960167334,0
1479425475188503326,0.0421328589065,0
1479425475238439346,0.0562076040894,1
1479425475288549236,0.0593411959708,0
1479425475338512029,0.0555070152302,1
1479425475388514936,0.0506145469844,0
1479425475438522963,0.0488692186773,0
1479425475488518345,0.0488692186773,1
1479425475538554968,0.0467989605652,1
1479425475588609769,0.0400541508598,0
1479425475638567482,0.0290478020643,0
1479425475688557528,0.0174233327685,1
1479425475738621943,0.00229298819103,1
1479425475788654601,-0.0180615708812,1
1479425475838585986,-0.0377875686952,0
1479425475888678646,-0.0511778812189,0
1479425475938681487,-0.0578669902007,0
1479425475988629010,-0.0593411959708,1
1479425476038620673,-0.0593411959708,1
1479425476088700194,-0.0593411959708,1
1479425476138632420,-0.0593411959708,0
1479425476188653632,-0.0621926232275,1
1479425476238948004,-0.0645771846175,0
1479425476288694141,-0.0667758806297,1
1479425476338673200,-0.0715584978461,0
1479425476388749768,-0.0767944902182,0
1479425476438703321,-0.0744366245597,1
1479425476488789361,-0.0602676163156,0
1479425476538783734,-0.0413127284276,0
1479425476588728563,-0.0338505885601,1
1479425476638744234,-0.0331612564623,0
1479425476688741578,-0.0293305239509,0
1479425476738775155,-0.0113893640281,1
1479425476788842204,0.00485585605039,0
1479425476838781343,0.0104719754308,0
1479425476888787441,0.00945342001275,0
1479425476938859087,0.00160099630339,0
1479425476988807753,-0.00825527160734,1
1479425477038887379,-0.0251049981157,1
1479425477088807040,-0.0478328524395,1
1479425477138807785,-0.0704515657162,1
1479425477188922979,-0.0976539104238,0
1479425477238840334,-0.126162543354,0
1479425477288907543,-0.150686364986,0
1479425477338960729,-0.175104051117,1
1479425477388911861,-0.19660084955,1
1479425477438887708,-0.211402098215,0
1479425477488922822,-0.223541635048,1
1479425477538942781,-0.233936826259,1
1479425477588987687,-0.240040356397,1
1479425477638925581,-0.244394736897,0
1479425477688937431,-0.247836753726,0
1479425477739556250,-0.251409811733,0
1479425477788948138,-0.258364142498,1
1479425477838934577,-0.274118730509,0
1479425477888948464,-0.299407032315,0
1479425477938965840,-0.328183376419,0
1479425477989077866,-0.349088173694,0
1479425478038942486,-0.352556496859,1
1479425478089057159,-0.337762303496,0
1479425478139048301,-0.317742310209,0
1479425478189090682,-0.308070509187,1
1479425478239012125,-0.310601723448,0
1479425478289079599,-0.327082715259,0
1479425478339057488,-0.348837999733,0
1479425478389110771,-0.374136459339,1
1479425478439078118,-0.39415622643,1
1479425478489071115,-0.399680405855,1
1479425478539067254,-0.398009526523,1
1479425478589087190,-0.386822964619,1
1479425478639055536,-0.375512899386,1
1479425478689149202,-0.361638920525,0
1479425478739100358,-0.347618802514,0
1479425478789153645,-0.337054208049,1
1479425478839141187,-0.331721973415,0
1479425478889151017,-0.332360146257,0
1479425478939240846,-0.338354873065,1
1479425478989147766,-0.353032974886,1
1479425479039211268,-0.364374688005,1
1479425479089230263,-0.374232696303,1
1479425479139194771,-0.376991122961,1
1479425479189200247,-0.36930068321,1
1479425479239561420,-0.354827484521,0
1479425479289276234,-0.328439056571,0
1479425479339312702,-0.292997517633,1
1479425479389220802,-0.256994781104,1
1479425479439204951,-0.236393726852,0
1479425479489263915,-0.233874112368,0
1479425479539223827,-0.237155824964,1
1479425479589374111,-0.23911011219,0
1479425479639242683,-0.236061196982,0
