seq,timestamp,width,height,frame_id,filename
79316,1479425443882914607,640,480,center_camera,center/1479425443882914607.jpg
79317,1479425443933132143,640,480,center_camera,center/1479425443933132143.jpg
79318,1479425443983182782,640,480,center_camera,center/1479425443983182782.jpg
79319,1479425444033115695,640,480,center_camera,center/1479425444033115695.jpg
79320,1479425444083198332,640,480,center_camera,center/1479425444083198332.jpg
79321,1479425444133127546,640,480,center_camera,center/1479425444133127546.jpg
79322,1479425444183146275,640,480,center_camera,center/1479425444183146275.jpg
79323,1479425444233201168,640,480,center_camera,center/1479425444233201168.jpg
79324,1479425444283138737,640,480,center_camera,center/1479425444283138737.jpg
79325,1479425444333229360,640,480,center_camera,center/1479425444333229360.jpg
79326,1479425444383185181,640,480,center_camera,center/1479425444383185181.jpg
79327,1479425444434593057,640,480,center_camera,center/1479425444434593057.jpg
79328,1479425444483190972,640,480,center_camera,center/1479425444483190972.jpg
79329,1479425444533172421,640,480,center_camera,center/1479425444533172421.jpg
79330,1479425444583259948,640,480,center_camera,center/1479425444583259948.jpg
79331,1479425444633286162,640,480,center_camera,center/1479425444633286162.jpg
79332,1479425444683294213,640,480,center_camera,center/1479425444683294213.jpg
79333,1479425444733253036,640,480,center_camera,center/1479425444733253036.jpg
79334,1479425444783291032,640,480,center_camera,center/1479425444783291032.jpg
79335,1479425444833288592,640,480,center_camera,center/1479425444833288592.jpg
79336,1479425444883283220,640,480,center_camera,center/1479425444883283220.jpg
79337,1479425444933328937,640,480,center_camera,center/1479425444933328937.jpg
79338,1479425444983260437,640,480,center_camera,center/1479425444983260437.jpg
79339,1479425445033271766,640,480,center_camera,center/1479425445033271766.jpg
79340,1479425445083281310,640,480,center_camera,center/1479425445083281310.jpg
79341,1479425445133336475,640,480,center_camera,center/1479425445133336475.jpg
79342,1479425445183328558,640,480,center_camera,center/1479425445183328558.jpg
79343,1479425445233404698,640,480,center_camera,center/1479425445233404698.jpg
79344,1479425445283448582,640,480,center_camera,center/1479425445283448582.jpg
79345,1479425445333367499,640,480,center_camera,center/1479425445333367499.jpg
79346,1479425445383326348,640,480,center_camera,center/1479425445383326348.jpg
79347,1479425445433499090,640,480,center_camera,center/1479425445433499090.jpg
79348,1479425445483382125,640,480,center_camera,center/1479425445483382125.jpg
79349,1479425445533489877,640,480,center_camera,center/1479425445533489877.jpg
79350,1479425445583437918,640,480,center_camera,center/1479425445583437918.jpg
79351,1479425445633423016,640,480,center_camera,center/1479425445633423016.jpg
79352,1479425445683329266,640,480,center_camera,center/1479425445683329266.jpg
79353,1479425445733403939,640,480,center_camera,center/1479425445733403939.jpg
79354,1479425445783307622,640,480,center_camera,center/1479425445783307622.jpg
79355,1479425445833353168,640,480,center_camera,center/1479425445833353168.jpg
79356,1479425445883484127,640,480,center_camera,center/1479425445883484127.jpg
79357,1479425445933390665,640,480,center_camera,center/1479425445933390665.jpg
79358,1479425445983503068,640,480,center_camera,center/1479425445983503068.jpg
79359,1479425446033440044,640,480,center_camera,center/1479425446033440044.jpg
79360,1479425446083426096,640,480,center_camera,center/1479425446083426096.jpg
79361,1479425446133410346,640,480,center_camera,center/1479425446133410346.jpg
79362,1479425446183468695,640,480,center_camera,center/1479425446183468695.jpg
79363,1479425446233463132,640,480,center_camera,center/1479425446233463132.jpg
79364,1479425446283447100,640,480,center_camera,center/1479425446283447100.jpg
79365,1479425446333431175,640,480,center_camera,center/1479425446333431175.jpg
79366,1479425446383424337,640,480,center_camera,center/1479425446383424337.jpg
79367,1479425446433457370,640,480,center_camera,center/1479425446433457370.jpg
79368,1479425446483371405,640,480,center_camera,center/1479425446483371405.jpg
79369,1479425446533500137,640,480,center_camera,center/1479425446533500137.jpg
79370,1479425446583477115,640,480,center_camera,center/1479425446583477115.jpg
79371,1479425446633522506,640,480,center_camera,center/1479425446633522506.jpg
79372,1479425446683589238,640,480,center_camera,center/1479425446683589238.jpg
79373,1479425446733573761,640,480,center_camera,center/1479425446733573761.jpg
79374,1479425446783611898,640,480,center_camera,center/1479425446783611898.jpg
79375,1479425446833546046,640,480,center_camera,center/1479425446833546046.jpg
79376,1479425446883533208,640,480,center_camera,center/1479425446883533208.jpg
79377,1479425446933547800,640,480,center_camera,center/1479425446933547800.jpg
79378,1479425446983608400,640,480,center_camera,center/1479425446983608400.jpg
79379,1479425447033578750,640,480,center_camera,center/1479425447033578750.jpg
79380,1479425447083596868,640,480,center_camera,center/1479425447083596868.jpg
79381,1479425447133467484,640,480,center_camera,center/1479425447133467484.jpg
79382,1479425447183549871,640,480,center_camera,center/1479425447183549871.jpg
79383,1479425447233486454,640,480,center_camera,center/1479425447233486454.jpg
79384,1479425447283725051,640,480,center_camera,center/1479425447283725051.jpg
79385,1479425447333693598,640,480,center_camera,center/1479425447333693598.jpg
79386,1479425447383620607,640,480,center_camera,center/1479425447383620607.jpg
79387,1479425447433621760,640,480,center_camera,center/1479425447433621760.jpg
79388,1479425447483674337,640,480,center_camera,center/1479425447483674337.jpg
79389,1479425447533663020,640,480,center_camera,center/1479425447533663020.jpg
79390,1479425447583646955,640,480,center_camera,center/1479425447583646955.jpg
79391,1479425447633645468,640,480,center_camera,center/1479425447633645468.jpg
79392,1479425447683675176,640,480,center_camera,center/1479425447683675176.jpg
79393,1479425447733726775,640,480,center_camera,center/1479425447733726775.jpg
79394,1479425447783780269,640,480,center_camera,center/1479425447783780269.jpg
79395,1479425447833680291,640,480,center_camera,center/1479425447833680291.jpg
79396,1479425447883694922,640,480,center_camera,center/1479425447883694922.jpg
79397,1479425447933701813,640,480,center_camera,center/1479425447933701813.jpg
79398,1479425447983829975,640,480,center_camera,center/1479425447983829975.jpg
79399,1479425448033742629,640,480,center_camera,center/1479425448033742629.jpg
79400,1479425448083725825,640,480,center_camera,center/1479425448083725825.jpg
79401,1479425448133784412,640,480,center_camera,center/1479425448133784412.jpg
79402,1479425448183782273,640,480,center_camera,center/1479425448183782273.jpg
79403,1479425448233780330,640,480,center_camera,center/1479425448233780330.jpg
79404,1479425448283749801,640,480,center_camera,center/1479425448283749801.jpg
79405,1479425448333826064,640,480,center_camera,center/1479425448333826064.jpg
79406,1479425448383792183,640,480,center_camera,center/1479425448383792183.jpg
79407,1479425448433778649,640,480,center_camera,center/1479425448433778649.jpg
79408,1479425448483793143,640,480,center_camera,center/1479425448483793143.jpg
79409,1479425448533885890,640,480,center_camera,center/1479425448533885890.jpg
79410,1479425448583862227,640,480,center_camera,center/1479425448583862227.jpg
79411,1479425448633847925,640,480,center_camera,center/1479425448633847925.jpg
79412,1479425448683822662,640,480,center_camera,center/1479425448683822662.jpg
79413,1479425448733882312,640,480,center_camera,center/1479425448733882312.jpg
79414,1479425448783845387,640,480,center_camera,center/1479425448783845387.jpg
79415,1479425448833950015,640,480,center_camera,center/1479425448833950015.jpg
79416,1479425448883924440,640,480,center_camera,center/1479425448883924440.jpg
79417,1479425448933879663,640,480,center_camera,center/1479425448933879663.jpg
79418,1479425448983876216,640,480,center_camera,center/1479425448983876216.jpg
79419,1479425449034016614,640,480,center_camera,center/1479425449034016614.jpg
79420,1479425449083989539,640,480,center_camera,center/1479425449083989539.jpg
79421,1479425449134003281,640,480,center_camera,center/1479425449134003281.jpg
79422,1479425449183978806,640,480,center_camera,center/1479425449183978806.jpg
79423,1479425449233996144,640,480,center_camera,center/1479425449233996144.jpg
79424,1479425449283962329,640,480,center_camera,center/1479425449283962329.jpg
79425,1479425449333971165,640,480,center_camera,center/1479425449333971165.jpg
79426,1479425449383983954,640,480,center_camera,center/1479425449383983954.jpg
79427,1479425449434025534,640,480,center_camera,center/1479425449434025534.jpg
79428,1479425449483987552,640,480,center_camera,center/1479425449483987552.jpg
79429,1479425449534040093,640,480,center_camera,center/1479425449534040093.jpg
79430,1479425449584053959,640,480,center_camera,center/1479425449584053959.jpg
79431,1479425449634016171,640,480,center_camera,center/1479425449634016171.jpg
79432,1479425449684123260,640,480,center_camera,center/1479425449684123260.jpg
79433,1479425449734027001,640,480,center_camera,center/1479425449734027001.jpg
79434,1479425449784082050,640,480,center_camera,center/1479425449784082050.jpg
79435,1479425449834134569,640,480,center_camera,center/1479425449834134569.jpg
79436,1479425449884087282,640,480,center_camera,center/1479425449884087282.jpg
79437,1479425449934088214,640,480,center_camera,center/1479425449934088214.jpg
79438,1479425449984134982,640,480,center_camera,center/1479425449984134982.jpg
79439,1479425450034140940,640,480,center_camera,center/1479425450034140940.jpg
79440,1479425450084078501,640,480,center_camera,center/1479425450084078501.jpg
79441,1479425450134193600,640,480,center_camera,center/1479425450134193600.jpg
79442,1479425450184172865,640,480,center_camera,center/1479425450184172865.jpg
79443,1479425450234144378,640,480,center_camera,center/1479425450234144378.jpg
79444,1479425450284149775,640,480,center_camera,center/1479425450284149775.jpg
79445,1479425450334262000,640,480,center_camera,center/1479425450334262000.jpg
79446,1479425450384178750,640,480,center_camera,center/1479425450384178750.jpg
79447,1479425450434161961,640,480,center_camera,center/1479425450434161961.jpg
79448,1479425450484147791,640,480,center_camera,center/1479425450484147791.jpg
79449,1479425450534184818,640,480,center_camera,center/1479425450534184818.jpg
79450,1479425450584162450,640,480,center_camera,center/1479425450584162450.jpg
79451,1479425450634258305,640,480,center_camera,center/1479425450634258305.jpg
79452,1479425450684227110,640,480,center_camera,center/1479425450684227110.jpg
79453,1479425450734209984,640,480,center_camera,center/1479425450734209984.jpg
79454,1479425450784248908,640,480,center_camera,center/1479425450784248908.jpg
79455,1479425450834260421,640,480,center_camera,center/1479425450834260421.jpg
79456,1479425450884230583,640,480,center_camera,center/1479425450884230583.jpg
79457,1479425450934345661,640,480,center_camera,center/1479425450934345661.jpg
79458,1479425450984309065,640,480,center_camera,center/1479425450984309065.jpg
79459,1479425451034286630,640,480,center_camera,center/1479425451034286630.jpg
79460,1479425451084317905,640,480,center_camera,center/1479425451084317905.jpg
79461,1479425451134304083,640,480,center_camera,center/1479425451134304083.jpg
79462,1479425451184289528,640,480,center_camera,center/1479425451184289528.jpg
79463,1479425451234414501,640,480,center_camera,center/1479425451234414501.jpg
79464,1479425451284350407,640,480,center_camera,center/1479425451284350407.jpg
79465,1479425451334284259,640,480,center_camera,center/1479425451334284259.jpg
79466,1479425451384384161,640,480,center_camera,center/1479425451384384161.jpg
79467,1479425451434326964,640,480,center_camera,center/1479425451434326964.jpg
79468,1479425451484368953,640,480,center_camera,center/1479425451484368953.jpg
79469,1479425451534399242,640,480,center_camera,center/1479425451534399242.jpg
79470,1479425451584434387,640,480,center_camera,center/1479425451584434387.jpg
79471,1479425451634350263,640,480,center_camera,center/1479425451634350263.jpg
79472,1479425451684382956,640,480,center_camera,center/1479425451684382956.jpg
79473,1479425451734356975,640,480,center_camera,center/1479425451734356975.jpg
79474,1479425451784399230,640,480,center_camera,center/1479425451784399230.jpg
79475,1479425451834383177,640,480,center_camera,center/1479425451834383177.jpg
79476,1479425451884425416,640,480,center_camera,center/1479425451884425416.jpg
79477,1479425451934441674,640,480,center_camera,center/1479425451934441674.jpg
79478,1479425451984403693,640,480,center_camera,center/1479425451984403693.jpg
79479,1479425452034457721,640,480,center_camera,center/1479425452034457721.jpg
79480,1479425452084417312,640,480,center_camera,center/1479425452084417312.jpg
79481,1479425452134520843,640,480,center_camera,center/1479425452134520843.jpg
79482,1479425452184466002,640,480,center_camera,center/1479425452184466002.jpg
79483,1479425452234335175,640,480,center_camera,center/1479425452234335175.jpg
79484,1479425452284375611,640,480,center_camera,center/1479425452284375611.jpg
79485,1479425452334564662,640,480,center_camera,center/1479425452334564662.jpg
79486,1479425452384627152,640,480,center_camera,center/1479425452384627152.jpg
79487,1479425452434545378,640,480,center_camera,center/1479425452434545378.jpg
79488,1479425452484609213,640,480,center_camera,center/1479425452484609213.jpg
79489,1479425452534553900,640,480,center_camera,center/1479425452534553900.jpg
79490,1479425452584569515,640,480,center_camera,center/1479425452584569515.jpg
79491,1479425452634553611,640,480,center_camera,center/1479425452634553611.jpg
79492,1479425452684562980,640,480,center_camera,center/1479425452684562980.jpg
79493,1479425452734636836,640,480,center_camera,center/1479425452734636836.jpg
79494,1479425452784608361,640,480,center_camera,center/1479425452784608361.jpg
79495,1479425452834609980,640,480,center_camera,center/1479425452834609980.jpg
79496,1479425452884611953,640,480,center_camera,center/1479425452884611953.jpg
79497,1479425452934601849,640,480,center_camera,center/1479425452934601849.jpg
79498,1479425452984630588,640,480,center_camera,center/1479425452984630588.jpg
79499,1479425453034674381,640,480,center_camera,center/1479425453034674381.jpg
79500,1479425453084683167,640,480,center_camera,center/1479425453084683167.jpg
79501,1479425453134711461,640,480,center_camera,center/1479425453134711461.jpg
79502,1479425453184665706,640,480,center_camera,center/1479425453184665706.jpg
79503,1479425453234723205,640,480,center_camera,center/1479425453234723205.jpg
79504,1479425453284690109,640,480,center_camera,center/1479425453284690109.jpg
79505,1479425453334712197,640,480,center_camera,center/1479425453334712197.jpg
79506,1479425453384695179,640,480,center_camera,center/1479425453384695179.jpg
79507,1479425453434771997,640,480,center_camera,center/1479425453434771997.jpg
79508,1479425453484719139,640,480,center_camera,center/1479425453484719139.jpg
79509,1479425453534887926,640,480,center_camera,center/1479425453534887926.jpg
79510,1479425453584746259,640,480,center_camera,center/1479425453584746259.jpg
79511,1479425453634743110,640,480,center_camera,center/1479425453634743110.jpg
79512,1479425453684792122,640,480,center_camera,center/1479425453684792122.jpg
79513,1479425453734799602,640,480,center_camera,center/1479425453734799602.jpg
79514,1479425453784765115,640,480,center_camera,center/1479425453784765115.jpg
79515,1479425453834837075,640,480,center_camera,center/1479425453834837075.jpg
79516,1479425453884781104,640,480,center_camera,center/1479425453884781104.jpg
79517,1479425453934842652,640,480,center_camera,center/1479425453934842652.jpg
79518,1479425453984831513,640,480,center_camera,center/1479425453984831513.jpg
79519,1479425454034831660,640,480,center_camera,center/1479425454034831660.jpg
79520,1479425454084836219,640,480,center_camera,center/1479425454084836219.jpg
79521,1479425454134878742,640,480,center_camera,center/1479425454134878742.jpg
79522,1479425454184883542,640,480,center_camera,center/1479425454184883542.jpg
79523,1479425454234889377,640,480,center_camera,center/1479425454234889377.jpg
79524,1479425454284867819,640,480,center_camera,center/1479425454284867819.jpg
79525,1479425454334887035,640,480,center_camera,center/1479425454334887035.jpg
79526,1479425454384960133,640,480,center_camera,center/1479425454384960133.jpg
79527,1479425454434866999,640,480,center_camera,center/1479425454434866999.jpg
79528,1479425454484877099,640,480,center_camera,center/1479425454484877099.jpg
79529,1479425454534965755,640,480,center_camera,center/1479425454534965755.jpg
79530,1479425454584960425,640,480,center_camera,center/1479425454584960425.jpg
79531,1479425454634985147,640,480,center_camera,center/1479425454634985147.jpg
79532,1479425454684962544,640,480,center_camera,center/1479425454684962544.jpg
79533,1479425454734974049,640,480,center_camera,center/1479425454734974049.jpg
79534,1479425454784969623,640,480,center_camera,center/1479425454784969623.jpg
79535,1479425454834992068,640,480,center_camera,center/1479425454834992068.jpg
79536,1479425454885024662,640,480,center_camera,center/1479425454885024662.jpg
79537,1479425454935000744,640,480,center_camera,center/1479425454935000744.jpg
79538,1479425454985024030,640,480,center_camera,center/1479425454985024030.jpg
79539,1479425455034974159,640,480,center_camera,center/1479425455034974159.jpg
79540,1479425455084988816,640,480,center_camera,center/1479425455084988816.jpg
79541,1479425455135196249,640,480,center_camera,center/1479425455135196249.jpg
79542,1479425455185043601,640,480,center_camera,center/1479425455185043601.jpg
79543,1479425455235022567,640,480,center_camera,center/1479425455235022567.jpg
79544,1479425455285050614,640,480,center_camera,center/1479425455285050614.jpg
79545,1479425455335094080,640,480,center_camera,center/1479425455335094080.jpg
79546,1479425455385076496,640,480,center_camera,center/1479425455385076496.jpg
79547,1479425455435061538,640,480,center_camera,center/1479425455435061538.jpg
79548,1479425455485082736,640,480,center_camera,center/1479425455485082736.jpg
79549,1479425455535127618,640,480,center_camera,center/1479425455535127618.jpg
79550,1479425455585094908,640,480,center_camera,center/1479425455585094908.jpg
79551,1479425455635124585,640,480,center_camera,center/1479425455635124585.jpg
79552,1479425455685131513,640,480,center_camera,center/1479425455685131513.jpg
79553,1479425455735105758,640,480,center_camera,center/1479425455735105758.jpg
79554,1479425455785133934,640,480,center_camera,center/1479425455785133934.jpg
79555,1479425455835194894,640,480,center_camera,center/1479425455835194894.jpg
79556,1479425455885189938,640,480,center_camera,center/1479425455885189938.jpg
79557,1479425455935224714,640,480,center_camera,center/1479425455935224714.jpg
79558,1479425455985211822,640,480,center_camera,center/1479425455985211822.jpg
79559,1479425456035194304,640,480,center_camera,center/1479425456035194304.jpg
79560,1479425456085192347,640,480,center_camera,center/1479425456085192347.jpg
79561,1479425456135205196,640,480,center_camera,center/1479425456135205196.jpg
79562,1479425456185239597,640,480,center_camera,center/1479425456185239597.jpg
79563,1479425456235223757,640,480,center_camera,center/1479425456235223757.jpg
79564,1479425456285289737,640,480,center_camera,center/1479425456285289737.jpg
79565,1479425456335235126,640,480,center_camera,center/1479425456335235126.jpg
79566,1479425456385302974,640,480,center_camera,center/1479425456385302974.jpg
79567,1479425456435270061,640,480,center_camera,center/1479425456435270061.jpg
79568,1479425456485283777,640,480,center_camera,center/1479425456485283777.jpg
79569,1479425456535173529,640,480,center_camera,center/1479425456535173529.jpg
79570,1479425456585276789,640,480,center_camera,center/1479425456585276789.jpg
79571,1479425456635797438,640,480,center_camera,center/1479425456635797438.jpg
79572,1479425456685307525,640,480,center_camera,center/1479425456685307525.jpg
79573,1479425456735295991,640,480,center_camera,center/1479425456735295991.jpg
79574,1479425456785300349,640,480,center_camera,center/1479425456785300349.jpg
79575,1479425456835252850,640,480,center_camera,center/1479425456835252850.jpg
79576,1479425456885298305,640,480,center_camera,center/1479425456885298305.jpg
79577,1479425456935439781,640,480,center_camera,center/1479425456935439781.jpg
79578,1479425456985195670,640,480,center_camera,center/1479425456985195670.jpg
79579,1479425457035293970,640,480,center_camera,center/1479425457035293970.jpg
79580,1479425457085310967,640,480,center_camera,center/1479425457085310967.jpg
79581,1479425457135319871,640,480,center_camera,center/1479425457135319871.jpg
79582,1479425457185327174,640,480,center_camera,center/1479425457185327174.jpg
79583,1479425457235454552,640,480,center_camera,center/1479425457235454552.jpg
79584,1479425457285396179,640,480,center_camera,center/1479425457285396179.jpg
79585,1479425457335680191,640,480,center_camera,center/1479425457335680191.jpg
79586,1479425457385403889,640,480,center_camera,center/1479425457385403889.jpg
79587,1479425457435365862,640,480,center_camera,center/1479425457435365862.jpg
79588,1479425457485440946,640,480,center_camera,center/1479425457485440946.jpg
79589,1479425457535450517,640,480,center_camera,center/1479425457535450517.jpg
79590,1479425457585440122,640,480,center_camera,center/1479425457585440122.jpg
79591,1479425457635453799,640,480,center_camera,center/1479425457635453799.jpg
79592,1479425457685490309,640,480,center_camera,center/1479425457685490309.jpg
79593,1479425457735463426,640,480,center_camera,center/1479425457735463426.jpg
79594,1479425457785461222,640,480,center_camera,center/1479425457785461222.jpg
79595,1479425457835461298,640,480,center_camera,center/1479425457835461298.jpg
79596,1479425457885465463,640,480,center_camera,center/1479425457885465463.jpg
79597,1479425457935443994,640,480,center_camera,center/1479425457935443994.jpg
79598,1479425457985574404,640,480,center_camera,center/1479425457985574404.jpg
79599,1479425458035516248,640,480,center_camera,center/1479425458035516248.jpg
79600,1479425458085493111,640,480,center_camera,center/1479425458085493111.jpg
79601,1479425458136360647,640,480,center_camera,center/1479425458136360647.jpg
79602,1479425458185513500,640,480,center_camera,center/1479425458185513500.jpg
79603,1479425458235501711,640,480,center_camera,center/1479425458235501711.jpg
79604,1479425458285570854,640,480,center_camera,center/1479425458285570854.jpg
79605,1479425458335571469,640,480,center_camera,center/1479425458335571469.jpg
79606,1479425458385563406,640,480,center_camera,center/1479425458385563406.jpg
79607,1479425458435515237,640,480,center_camera,center/1479425458435515237.jpg
79608,1479425458485591816,640,480,center_camera,center/1479425458485591816.jpg
79609,1479425458535558462,640,480,center_camera,center/1479425458535558462.jpg
79610,1479425458585637408,640,480,center_camera,center/1479425458585637408.jpg
79611,1479425458635623430,640,480,center_camera,center/1479425458635623430.jpg
79612,1479425458685606031,640,480,center_camera,center/1479425458685606031.jpg
79613,1479425458735633876,640,480,center_camera,center/1479425458735633876.jpg
79614,1479425458785721635,640,480,center_camera,center/1479425458785721635.jpg
79615,1479425458835615526,640,480,center_camera,center/1479425458835615526.jpg
79616,1479425458885675290,640,480,center_camera,center/1479425458885675290.jpg
79617,1479425458935565509,640,480,center_camera,center/1479425458935565509.jpg
79618,1479425458985707633,640,480,center_camera,center/1479425458985707633.jpg
79619,1479425459035786213,640,480,center_camera,center/1479425459035786213.jpg
79620,1479425459085797381,640,480,center_camera,center/1479425459085797381.jpg
79621,1479425459135788300,640,480,center_camera,center/1479425459135788300.jpg
79622,1479425459185786240,640,480,center_camera,center/1479425459185786240.jpg
79623,1479425459235825132,640,480,center_camera,center/1479425459235825132.jpg
79624,1479425459285815544,640,480,center_camera,center/1479425459285815544.jpg
79625,1479425459335818316,640,480,center_camera,center/1479425459335818316.jpg
79626,1479425459385787916,640,480,center_camera,center/1479425459385787916.jpg
79627,1479425459435785050,640,480,center_camera,center/1479425459435785050.jpg
79628,1479425459485754631,640,480,center_camera,center/1479425459485754631.jpg
79629,1479425459535766306,640,480,center_camera,center/1479425459535766306.jpg
79630,1479425459585771912,640,480,center_camera,center/1479425459585771912.jpg
79631,1479425459636465071,640,480,center_camera,center/1479425459636465071.jpg
79632,1479425459685848966,640,480,center_camera,center/1479425459685848966.jpg
79633,1479425459735915311,640,480,center_camera,center/1479425459735915311.jpg
79634,1479425459786004828,640,480,center_camera,center/1479425459786004828.jpg
79635,1479425459835837416,640,480,center_camera,center/1479425459835837416.jpg
79636,1479425459885872479,640,480,center_camera,center/1479425459885872479.jpg
79637,1479425459935836098,640,480,center_camera,center/1479425459935836098.jpg
79638,1479425459985895144,640,480,center_camera,center/1479425459985895144.jpg
79639,1479425460035898639,640,480,center_camera,center/1479425460035898639.jpg
79640,1479425460085913121,640,480,center_camera,center/1479425460085913121.jpg
79641,1479425460135915916,640,480,center_camera,center/1479425460135915916.jpg
79642,1479425460185897187,640,480,center_camera,center/1479425460185897187.jpg
79643,1479425460235891152,640,480,center_camera,center/1479425460235891152.jpg
79644,1479425460285874473,640,480,center_camera,center/1479425460285874473.jpg
79645,1479425460335911555,640,480,center_camera,center/1479425460335911555.jpg
79646,1479425460385924823,640,480,center_camera,center/1479425460385924823.jpg
79647,1479425460435939785,640,480,center_camera,center/1479425460435939785.jpg
79648,1479425460485916173,640,480,center_camera,center/1479425460485916173.jpg
79649,1479425460535995187,640,480,center_camera,center/1479425460535995187.jpg
79650,1479425460585919323,640,480,center_camera,center/1479425460585919323.jpg
79651,1479425460636021329,640,480,center_camera,center/1479425460636021329.jpg
79652,1479425460686012382,640,480,center_camera,center/1479425460686012382.jpg
79653,1479425460735978366,640,480,center_camera,center/1479425460735978366.jpg
79654,1479425460786022659,640,480,center_camera,center/1479425460786022659.jpg
79655,1479425460836126575,640,480,center_camera,center/1479425460836126575.jpg
79656,1479425460886062982,640,480,center_camera,center/1479425460886062982.jpg
79657,1479425460936039201,640,480,center_camera,center/1479425460936039201.jpg
79658,1479425460986067216,640,480,center_camera,center/1479425460986067216.jpg
79659,1479425461036044239,640,480,center_camera,center/1479425461036044239.jpg
79660,1479425461086025165,640,480,center_camera,center/1479425461086025165.jpg
79661,1479425461136092742,640,480,center_camera,center/1479425461136092742.jpg
79662,1479425461186041375,640,480,center_camera,center/1479425461186041375.jpg
79663,1479425461236058072,640,480,center_camera,center/1479425461236058072.jpg
79664,1479425461286099435,640,480,center_camera,center/1479425461286099435.jpg
79665,1479425461336139116,640,480,center_camera,center/1479425461336139116.jpg
79666,1479425461386151397,640,480,center_camera,center/1479425461386151397.jpg
79667,1479425461436092381,640,480,center_camera,center/1479425461436092381.jpg
79668,1479425461486115901,640,480,center_camera,center/1479425461486115901.jpg
79669,1479425461536098853,640,480,center_camera,center/1479425461536098853.jpg
79670,1479425461586114145,640,480,center_camera,center/1479425461586114145.jpg
79671,1479425461636214238,640,480,center_camera,center/1479425461636214238.jpg
